,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Quantity_Imputed,Price Per Unit_Imputed,Total Spent_Imputed,Payment Method_Missing,Location_encoded,Item_Was_Missing,Date_Was_Missing
6242,5390533,Smoothie,3.0,4.0,12.0,Missing,In-store,2023-11-18,0,0,0,1,1,0,0
6243,8487216,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-07-01,0,0,0,0,0,0,0
6244,3863163,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-10-12,0,0,0,0,0,0,0
6245,4260865,Smoothie,4.0,4.0,16.0,Missing,Takeaway,2023-02-25,0,0,0,1,0,0,0
6246,7922471,Cake,3.0,3.0,9.0,Cash,In-store,2023-04-18,0,0,0,0,1,0,0
6247,3701660,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-18,0,0,0,0,1,0,1
6248,3653560,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-01,0,0,0,0,0,0,0
6249,4075817,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-18,0,0,0,0,0,0,0
6250,3715065,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-03-17,0,0,0,0,1,0,0
6251,9549208,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-30,0,0,0,0,1,0,0
6252,2919952,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-02-17,0,0,0,0,1,0,0
6253,2670824,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-03,0,0,0,0,0,0,0
6254,7455953,Coffee,2.0,2.0,4.0,Missing,Takeaway,2023-05-01,0,0,0,1,0,0,0
6255,5926432,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-29,0,0,0,0,1,0,0
6256,8235381,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-01,0,0,0,0,1,0,0
6257,6206679,Tea,1.0,1.5,1.5,Missing,In-store,2023-05-01,0,0,0,1,1,0,0
6258,2954630,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-30,0,0,0,0,1,0,0
6259,1402641,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-12,0,0,0,0,0,0,0
6260,6405489,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-04,0,0,0,0,0,0,0
6261,3003311,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-01,0,0,0,0,1,0,0
6262,3273540,UNKNOWN,1.0,3.0,3.0,Credit Card,In-store,2023-08-21,0,0,0,0,1,0,0
6263,4570881,Coffee,1.0,2.0,2.0,Missing,Takeaway,2023-09-14,0,0,0,1,0,1,0
6264,3421404,UNKNOWN,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-05,0,0,0,0,0,0,0
6265,8468509,ERROR,3.0,4.0,12.0,Credit Card,In-store,2023-06-13,0,0,0,0,1,0,0
6266,9436342,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-26,0,0,0,0,1,0,0
6267,3110245,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-04-21,0,0,0,0,0,0,0
6268,1999100,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-08,0,0,0,0,1,0,0
6269,3654203,Coffee,1.0,2.0,2.0,Missing,Takeaway,2023-04-21,0,0,0,1,0,0,0
6270,2406283,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-24,0,0,0,0,1,0,0
6271,8964166,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-10,0,0,0,0,1,0,0
6272,1354464,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-18,0,0,0,0,1,0,0
6273,5582443,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-13,0,0,0,0,1,0,0
6274,6204081,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-12,0,0,0,0,0,0,0
6275,4428307,Salad,3.0,5.0,15.0,Cash,In-store,2023-07-12,0,0,0,0,1,0,1
6276,8647048,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-11-03,0,0,0,0,1,0,0
6277,1689024,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-04-17,0,0,0,0,1,0,0
6278,5422928,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-20,0,0,0,0,0,0,0
6279,9855567,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-05-25,0,0,0,0,0,0,0
6280,3311860,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-21,0,0,0,0,1,0,0
6281,4147675,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-01-04,0,0,0,0,1,0,0
6282,7560178,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-08-17,0,0,0,0,1,0,0
6283,4677478,Cake,4.0,3.0,12.0,Missing,In-store,2023-07-09,0,0,0,1,1,0,0
6284,3930990,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-27,0,0,0,0,0,0,0
6285,8675922,ERROR,4.0,5.0,20.0,Missing,In-store,2023-03-31,0,0,0,1,1,0,0
6286,6621596,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-25,0,0,0,0,1,0,0
6287,8076942,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-29,0,0,0,0,0,0,0
6288,4367689,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-30,0,0,0,0,0,0,0
6289,2941800,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-25,0,0,0,0,0,0,0
6290,7072581,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-12,0,0,0,0,0,0,0
6291,7809506,Salad,2.0,5.0,10.0,Missing,Takeaway,2023-06-05,0,0,0,1,0,0,0
6292,6884558,Juice,1.0,3.0,3.0,Cash,In-store,2023-08-14,0,0,0,0,1,1,0
6293,6864420,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-06-18,0,0,0,0,0,0,0
6294,3109057,Tea,4.0,1.5,6.0,Cash,In-store,2023-11-26,0,0,0,0,1,0,0
6295,2257337,Cookie,4.0,1.0,4.0,Cash,In-store,2023-07-24,0,0,0,0,1,0,0
6296,9417344,Tea,3.0,1.5,4.5,Missing,Takeaway,2023-11-09,0,0,0,1,0,0,0
6297,6503884,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-28,0,0,0,0,1,0,0
6298,9868954,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-28,0,0,0,0,0,0,1
6299,2206639,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-29,0,0,0,0,0,0,0
6300,9337894,Tea,2.0,1.5,3.0,Missing,In-store,2023-12-30,0,0,0,1,1,0,0
6301,7068361,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-12-25,0,0,0,0,1,0,0
6302,1405124,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-03,0,0,0,0,0,1,0
6303,2395608,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-16,0,0,0,0,1,0,0
6304,5423024,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-30,0,0,0,0,1,0,0
6305,2802630,Cookie,4.0,1.0,4.0,Missing,Takeaway,2023-06-18,0,0,0,1,0,0,0
6306,3134595,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-25,0,0,0,0,0,0,0
6307,2251128,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-06-07,0,0,0,0,1,0,0
6308,4213071,Salad,1.0,5.0,5.0,Missing,Takeaway,2023-04-10,0,0,0,1,0,0,0
6309,6220280,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-02-15,0,0,0,0,0,0,0
6310,4832163,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-11-17,0,0,0,0,0,0,0
6311,6663451,Cake,1.0,3.0,3.0,Cash,In-store,2023-08-05,0,0,0,0,1,0,0
6312,1443928,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-12-03,0,0,0,0,0,0,0
6313,1670597,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-05-21,0,0,0,0,0,0,0
6314,3854210,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-12-30,0,0,0,0,1,0,0
6315,2165745,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-01-31,0,0,0,0,1,0,0
6316,3082888,Tea,1.0,1.5,1.5,Cash,In-store,2023-09-20,0,0,0,0,1,0,0
6317,2294397,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-25,0,0,0,0,1,0,0
6318,4160784,Cookie,5.0,1.0,5.0,Missing,In-store,2023-05-20,0,0,0,1,1,0,0
6319,7248594,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-03-26,0,0,0,0,1,0,0
6320,5031020,Coffee,5.0,2.0,10.0,Missing,Takeaway,2023-11-25,0,0,0,1,0,0,0
6321,3059966,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-24,0,0,0,0,1,0,0
6322,9287780,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-09-02,0,0,0,0,1,0,0
6323,1022220,Juice,3.0,3.0,9.0,Missing,Takeaway,2023-08-03,0,0,0,1,0,0,0
6324,7144740,Cake,4.0,3.0,12.0,Missing,Takeaway,2023-07-24,0,0,0,1,0,0,0
6325,7666945,Tea,5.0,1.5,7.5,Missing,In-store,2023-07-07,0,0,0,1,1,0,0
6326,7880000,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-28,0,0,0,0,1,0,0
6327,4900574,Juice,3.0,3.0,9.0,Missing,In-store,2023-05-06,0,0,0,1,1,0,0
6328,7838576,Coffee,3.0,2.0,6.0,Missing,In-store,2023-11-11,0,0,0,1,1,0,0
6329,1419188,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-26,0,0,0,0,1,0,0
6330,1767201,ERROR,5.0,5.0,25.0,Credit Card,Takeaway,2023-07-12,0,0,0,0,0,0,0
6331,2964794,Cake,2.0,3.0,6.0,Missing,Takeaway,2023-03-09,0,0,0,1,0,0,0
6332,3936162,Cookie,1.0,1.0,1.0,Missing,Takeaway,2023-02-26,0,0,0,1,0,0,0
6333,4432082,Juice,5.0,3.0,15.0,Missing,In-store,2023-04-20,0,0,0,1,1,0,0
6334,9496791,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-07-19,0,0,0,0,1,0,0
6335,4194115,Tea,5.0,1.5,7.5,Missing,In-store,2023-08-17,0,0,0,1,1,0,0
6336,7741707,Salad,3.0,5.0,15.0,Missing,Takeaway,2023-05-09,0,0,0,1,0,0,0
6337,8854471,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-05-09,0,0,0,0,1,0,1
6338,4216055,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-12-27,0,0,0,0,0,0,0
6339,2320493,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-03-22,0,0,0,0,1,0,0
6340,4835929,Coffee,2.0,2.0,4.0,Missing,In-store,2023-10-03,0,0,0,1,1,0,0
6341,6755791,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-04-01,0,0,0,0,0,0,0
6342,9861432,Cookie,2.0,1.0,2.0,Missing,Takeaway,2023-12-09,0,0,0,1,0,0,0
6343,8271278,Tea,1.0,1.5,1.5,Missing,Takeaway,2023-07-01,0,0,0,1,0,0,0
6344,2005032,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-30,0,0,0,0,0,0,0
6345,4208919,Sandwich,3.0,4.0,12.0,Missing,Takeaway,2023-05-30,0,0,0,1,0,1,0
6346,9699083,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-02-12,0,0,0,0,1,0,0
6347,5714767,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-03-02,0,0,0,0,0,0,0
6348,5844851,Smoothie,5.0,4.0,20.0,Missing,In-store,2023-02-15,0,0,0,1,1,0,0
6349,7243779,Cookie,1.0,1.0,1.0,Missing,In-store,2023-02-15,0,0,0,1,1,1,1
6350,8141558,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-12-05,0,0,0,0,1,0,0
6351,4314314,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-01-02,0,0,0,0,0,0,0
6352,4155001,Smoothie,1.0,4.0,4.0,Missing,In-store,2023-11-30,0,0,0,1,1,0,0
6353,1072678,Juice,2.0,3.0,6.0,Cash,In-store,2023-05-30,0,0,0,0,1,0,0
6354,7981162,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-30,0,0,0,0,0,0,0
6355,2316206,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-01-23,0,0,0,0,1,0,0
6356,7343342,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-21,0,0,0,0,0,0,0
6357,4573096,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-13,0,0,0,0,1,0,0
6358,3577482,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-06-01,0,0,0,0,0,1,0
6359,6370625,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-08-26,0,0,0,0,1,0,0
6360,7580803,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-06,0,0,0,0,1,0,0
6361,8306028,Salad,1.0,5.0,5.0,Missing,Takeaway,2023-02-27,0,0,0,1,0,0,0
6362,7530692,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-06-30,0,0,0,0,0,0,0
6363,4383002,Coffee,1.0,2.0,2.0,Missing,In-store,2023-12-18,0,0,0,1,1,0,0
6364,2939069,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06,0,0,0,0,0,0,0
6365,2301001,Smoothie,1.0,4.0,4.0,Missing,Takeaway,2023-01-06,0,0,0,1,0,0,0
6366,5009924,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-08,0,0,0,0,1,0,0
6367,9988801,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-10-20,0,0,0,0,1,0,0
6368,7895514,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-06,0,0,0,0,0,1,0
6369,8432045,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-11-09,0,0,0,0,1,0,0
6370,8127433,Sandwich,3.0,4.0,12.0,Missing,Takeaway,2023-07-11,0,0,0,1,0,0,0
6371,7640914,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-02-12,0,0,0,0,1,0,0
6372,4374963,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-04,0,0,0,0,1,0,0
6373,3212317,Salad,5.0,5.0,25.0,Missing,Takeaway,2023-05-25,0,0,0,1,0,0,0
6374,7744874,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-06-28,0,0,0,0,0,0,0
6375,7768350,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-19,0,0,0,0,1,0,0
6376,9128859,Coffee,2.0,2.0,4.0,Missing,Takeaway,2023-11-28,0,0,0,1,0,0,0
6377,9375649,Cookie,4.0,1.0,4.0,Missing,In-store,2023-03-06,0,0,0,1,1,0,0
6378,4401563,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-20,0,0,0,0,0,0,0
6379,8502946,Smoothie,3.0,4.0,12.0,Missing,In-store,2023-09-15,0,0,0,1,1,0,0
6380,8687294,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-08-01,0,0,0,0,1,0,0
6381,2176821,UNKNOWN,3.0,5.0,15.0,Digital Wallet,In-store,2023-05-05,0,0,0,0,1,0,0
6382,2529216,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-05-05,0,0,0,0,1,0,1
6383,8443384,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-13,0,0,0,0,1,0,0
6384,5053064,Salad,3.0,5.0,15.0,Missing,In-store,2023-06-19,0,0,0,1,1,0,0
6385,7824739,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-07-17,0,0,0,0,0,0,0
6386,7226406,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-02-11,0,0,0,0,1,0,0
6387,9793806,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-25,0,0,0,0,0,0,0
6388,8195843,Cookie,4.0,1.0,4.0,Missing,In-store,2023-06-02,0,0,0,1,1,0,0
6389,6027923,UNKNOWN,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-23,0,0,0,0,0,0,0
6390,5438652,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-17,0,0,0,0,0,0,0
6391,8385625,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-23,0,0,0,0,0,0,0
6392,7814715,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-04-24,0,0,0,0,0,0,0
6393,6532452,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-02-24,0,0,0,0,0,0,0
6394,9706608,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-22,0,0,0,0,1,0,0
6395,5963749,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-04,0,0,0,0,1,0,0
6396,6885218,Salad,1.0,5.0,5.0,Missing,In-store,2023-10-23,0,0,0,1,1,0,0
6397,3845871,Sandwich,1.0,4.0,4.0,Missing,In-store,2023-10-29,0,0,0,1,1,0,0
6398,5767392,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-10-24,0,0,0,0,1,0,0
6399,3014967,Salad,1.0,5.0,5.0,Missing,In-store,2023-10-24,0,0,0,1,1,0,1
6400,8685281,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-07-30,0,0,0,0,1,0,0
6401,3205079,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-07,0,0,0,0,1,0,0
6402,1523626,Cake,4.0,3.0,12.0,Missing,Takeaway,2023-07-21,0,0,0,1,0,0,0
6403,8944202,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-08,0,0,0,0,0,0,0
6404,2402993,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-06-11,0,0,0,0,0,0,0
6405,1340358,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-06-09,0,0,0,0,0,0,0
6406,6959328,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-04-23,0,0,0,0,0,0,0
6407,1613996,Juice,2.0,3.0,6.0,Missing,In-store,2023-10-12,0,0,0,1,1,0,0
6408,9285475,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-11-14,0,0,0,0,1,0,0
6409,8077929,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-08-06,0,0,0,0,0,0,0
6410,7899009,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-03-08,0,0,0,0,0,1,0
6411,9213505,Sandwich,2.0,4.0,8.0,Missing,In-store,2023-11-01,0,0,0,1,1,0,0
6412,8724602,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-06-26,0,0,0,0,0,0,0
6413,9067597,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-11-02,0,0,0,0,0,0,0
6414,9714116,Sandwich,4.0,4.0,16.0,Missing,In-store,2023-11-17,0,0,0,1,1,0,0
6415,8987697,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-12-19,0,0,0,0,0,0,0
6416,1940778,Tea,2.0,1.5,3.0,Cash,In-store,2023-02-01,0,0,0,0,1,0,0
6417,1776070,Sandwich,3.0,4.0,12.0,Missing,In-store,2023-02-01,0,0,0,1,1,0,1
6418,4271502,ERROR,2.0,3.0,6.0,Missing,In-store,2023-07-03,0,0,0,1,1,0,0
6419,8124795,Salad,5.0,5.0,25.0,Missing,In-store,2023-08-11,0,0,0,1,1,0,0
6420,7860953,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-10,0,0,0,0,0,0,0
6421,8164119,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-01-07,0,0,0,0,0,0,0
6422,6070523,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-01-07,0,0,0,0,0,1,1
6423,7809290,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-14,0,0,0,0,0,0,0
6424,5332538,Coffee,3.0,2.0,6.0,Missing,In-store,2023-01-15,0,0,0,1,1,0,0
6425,7375024,Cookie,1.0,1.0,1.0,Cash,In-store,2023-12-10,0,0,0,0,1,1,0
6426,5675095,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-18,0,0,0,0,0,0,0
6427,4197851,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-02-05,0,0,0,0,1,0,0
6428,7931086,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-25,0,0,0,0,1,0,0
6429,2536573,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-06-24,0,0,0,0,1,1,0
6430,3374262,Tea,2.0,1.5,3.0,Missing,In-store,2023-04-14,0,0,0,1,1,1,0
6431,9110336,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-06,0,0,0,0,0,0,0
6432,3901665,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-19,0,0,0,0,0,0,0
6433,9211917,Smoothie,4.0,4.0,16.0,Missing,In-store,2023-12-17,0,0,0,1,1,0,0
6434,7893709,ERROR,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-14,0,0,0,0,0,0,0
6435,4296023,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-08,0,0,0,0,1,0,0
6436,3403409,Cake,2.0,3.0,6.0,Missing,In-store,2023-02-22,0,0,0,1,1,0,0
6437,1398511,Coffee,5.0,2.0,10.0,Missing,Takeaway,2023-12-19,0,0,0,1,0,0,0
6438,4350854,Cookie,2.0,1.0,2.0,Cash,In-store,2023-01-31,0,0,0,0,1,0,0
6439,1867158,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-16,0,0,0,0,0,0,0
6440,2662711,Juice,1.0,3.0,3.0,Missing,In-store,2023-11-02,0,0,0,1,1,0,0
6441,4439660,Coffee,3.0,2.0,6.0,Missing,In-store,2023-02-06,0,0,0,1,1,0,0
6442,9417252,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-08-17,0,0,0,0,1,0,0
6443,7502558,UNKNOWN,5.0,3.0,15.0,Missing,In-store,2023-02-23,0,0,0,1,1,0,0
6444,8453282,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-03-08,0,0,0,0,0,0,0
6445,5921766,Smoothie,3.0,4.0,12.0,Missing,In-store,2023-11-06,0,0,0,1,1,0,0
6446,7688029,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-05-30,0,0,0,0,1,0,0
6447,2000331,Sandwich,3.0,4.0,12.0,Missing,Takeaway,2023-03-30,0,0,0,1,0,1,0
6448,3420633,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-11,0,0,0,0,0,0,0
6449,3431892,Cake,2.0,3.0,6.0,Missing,In-store,2023-07-18,0,0,0,1,1,0,0
6450,5220527,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-08-06,0,0,0,0,0,0,0
6451,1205773,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-01-27,0,0,0,0,0,0,0
6452,3061405,Smoothie,5.0,4.0,20.0,Missing,Takeaway,2023-12-01,0,0,0,1,0,0,0
6453,8696857,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-01,0,0,0,0,0,0,0
6454,9668265,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-06-20,0,0,0,0,0,0,0
6455,3638761,Juice,5.0,3.0,15.0,Missing,In-store,2023-06-20,0,0,0,1,1,0,1
6456,7463102,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-11-27,0,0,0,0,0,0,0
6457,5569954,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-11-27,0,0,0,0,1,0,1
6458,4547294,Tea,1.0,1.5,1.5,Missing,Takeaway,2023-09-30,0,0,0,1,0,0,0
6459,8430882,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-17,0,0,0,0,0,0,0
6460,9114647,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-19,0,0,0,0,1,0,0
6461,9556442,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-11-19,0,0,0,0,0,0,1
6462,5413433,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-03,0,0,0,0,1,0,0
6463,9388222,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-04-21,0,0,0,0,1,0,0
6464,6618750,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-03-07,0,0,0,0,1,0,0
6465,6712087,Cake,2.0,3.0,6.0,Missing,In-store,2023-06-06,0,0,0,1,1,0,0
6466,1862184,Coffee,4.0,2.0,8.0,Missing,In-store,2023-01-21,0,0,0,1,1,0,0
6467,6149800,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-05,0,0,0,0,0,0,0
6468,6433525,Smoothie,2.0,4.0,8.0,Missing,In-store,2023-09-02,0,0,0,1,1,0,0
6469,2642834,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-13,0,0,0,0,1,0,0
6470,6745398,Tea,4.0,1.5,6.0,Missing,In-store,2023-02-28,0,0,0,1,1,0,0
6471,5660949,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-10,0,0,0,0,1,0,0
6472,9540340,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-11-15,0,0,0,0,1,0,0
6473,5200292,ERROR,4.0,5.0,20.0,Cash,In-store,2023-01-12,0,0,0,0,1,0,0
6474,4118960,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-24,0,0,0,0,0,0,0
6475,2265543,Salad,3.0,5.0,15.0,Missing,Takeaway,2023-02-19,0,0,0,1,0,0,0
6476,7360979,Sandwich,1.0,4.0,4.0,Missing,In-store,2023-08-16,0,0,0,1,1,0,0
6477,1849597,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-11-01,0,0,0,0,1,0,0
6478,3214521,Tea,4.0,1.5,6.0,Missing,In-store,2023-06-30,0,0,0,1,1,0,0
6479,5107249,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-03-20,0,0,0,0,0,0,0
6480,1941099,UNKNOWN,5.0,1.0,5.0,Cash,Takeaway,2023-04-14,0,0,0,0,0,0,0
6481,3228646,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-19,0,0,0,0,0,0,0
6482,3295578,ERROR,1.0,3.0,3.0,Missing,In-store,2023-05-04,0,0,0,1,1,0,0
6483,3717422,Salad,2.0,5.0,10.0,Cash,In-store,2023-06-15,0,0,0,0,1,0,0
6484,5350735,Tea,2.0,1.5,3.0,Cash,In-store,2023-04-08,0,0,0,0,1,0,0
6485,1128577,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-11-23,0,0,0,0,1,0,0
6486,6533267,Tea,3.0,1.5,4.5,Cash,In-store,2023-07-14,0,0,0,0,1,0,0
6487,1413310,Smoothie,3.0,4.0,12.0,Missing,Takeaway,2023-04-06,0,0,0,1,0,0,0
6488,4166020,UNKNOWN,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-18,0,0,0,0,1,0,0
6489,9496018,Tea,5.0,1.5,7.5,Missing,Takeaway,2023-01-05,0,0,0,1,0,1,0
6490,5609139,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-10-13,0,0,0,0,1,1,0
6491,5087453,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-04-09,0,0,0,0,0,0,0
6492,3312088,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-08-17,0,0,0,0,1,0,0
